B0,71,1412,1
B0,71,1412,2
B0,71,1412,3
B0,71,1412,4
B0,72,1411,5
B0,72,1411,6
B0,72,1410,7
B0,72,1411,8
B0,72,1411,9
B0,71,1411,10
B0,72,1411,11
B0,71,1410,12
B0,71,1411,13
B0,72,1411,14
B0,72,1410,15
B0,71,1410,16
B0,72,1411,17
B0,72,1411,18
B0,73,1411,19
B0,73,1412,20
B0,73,1415,21
B0,73,1414,22
B0,73,1416,23
B0,71,1417,24
B0,72,1417,25
B0,71,1418,26
B0,72,1420,27
B0,73,1420,28
B0,74,1420,29
B0,74,1418,30
B0,74,1418,31
B0,73,1418,32
B0,74,1420,33
B0,75,1420,34
B0,73,1423,35
B0,74,1423,36
B0,75,1423,37
B0,75,1425,38
B0,76,1425,39
B0,75,1426,40
B0,76,1427,41
B0,75,1428,42
B0,75,1428,43
B0,76,1431,44
B0,81,1431,45
B0,77,1431,46
B0,78,1433,47
B0,77,1433,48
B0,77,1433,49
B0,76,1433,50
B0,77,1435,51
B0,77,1435,52
B0,78,1436,53
B0,79,1438,54
B0,77,1438,55
B0,78,1439,56
B0,78,1440,57
B0,78,1440,58
B0,78,1440,59
B0,77,1441,60
B0,74,1443,61
B0,75,1443,62
B0,76,1444,63
B0,77,1445,64
B0,77,1446,65
B0,83,1446,66
B0,82,1445,67
B0,81,1444,68
B0,80,1443,69
B0,79,1442,70
B0,78,1441,71
B0,77,1440,72
B0,86,1462,73
B0,80,1462,74
B0,80,1462,75
B0,80,1462,76
B0,80,1463,77
B0,79,1462,78
B0,77,1463,79
B0,78,1464,80
B0,79,1465,81
B0,80,1465,82
B0,80,1465,83
B0,80,1467,84
B0,80,1467,85
B0,80,1467,86
B0,80,1468,87
B0,80,1468,88
B0,80,1468,89
B0,80,1467,90
B0,79,1468,91
B0,79,1468,92
B0,78,1467,93
B0,79,1467,94
B0,79,1467,95
B0,79,1467,96
B0,79,1467,97
B0,78,1468,98
B0,79,1467,99
B0,79,1467,100
B0,79,1467,101
B0,79,1468,102
B0,79,1468,103
B0,78,1467,104
B0,78,1466,105
B0,79,1469,106
B0,79,1468,107
B0,79,1468,108
B0,78,1468,109
B0,78,1467,110
B0,78,1467,111
B0,78,1466,112
B0,78,1466,113
B0,79,1467,114
B0,79,1465,115
B0,79,1465,116
B0,79,1465,117
B0,79,1465,118
B0,79,1465,119
B0,78,1465,120
B0,78,1464,121
