239,259,-1,-1,-1,-1,287,261
188,245,-1,-1,333,255,293,260
185,244,-1,-1,240,259,298,258
186,250,-1,-1,166,257,311,254
125,259,-1,-1,499,254,243,254
169,248,-1,-1,133,259,493,257
245,235,-1,-1,131,259,492,255
110,260,-1,-1,494,254,139,258
111,255,-1,-1,494,253,139,261
107,256,-1,-1,490,257,140,260
94,263,-1,-1,491,257,136,257
93,262,-1,-1,490,257,136,258
83,265,-1,-1,131,260,484,264
80,262,-1,-1,131,259,485,264
80,262,-1,-1,132,261,482,264
79,260,-1,-1,132,261,482,262
81,259,-1,-1,131,261,483,263
78,257,-1,-1,132,262,482,265
80,258,-1,-1,132,262,482,267
80,265,-1,-1,132,261,483,263
78,258,-1,-1,132,261,482,264
80,261,-1,-1,132,262,476,265
80,261,-1,-1,132,261,475,265
79,259,-1,-1,132,260,474,265
79,254,262,213,132,259,305,268
80,258,-1,-1,133,259,223,270
83,258,-1,-1,134,262,451,266
82,255,-1,-1,134,260,466,262
82,254,229,214,134,260,463,257
83,265,-1,-1,135,262,464,257
82,258,-1,-1,135,261,463,258
87,266,-1,-1,136,261,463,264
87,264,-1,-1,136,262,463,262
102,256,-1,-1,137,263,460,263
103,257,-1,-1,137,262,461,265
104,257,-1,-1,137,262,460,263
85,254,204,222,138,263,460,267
84,255,-1,-1,139,263,460,267
86,255,-1,-1,139,262,458,259
86,256,-1,-1,140,264,457,264
87,256,-1,-1,139,264,458,262
89,256,-1,-1,141,265,457,259
88,255,-1,-1,141,265,457,260
96,257,-1,-1,143,266,455,252
92,255,156,220,143,264,455,253
90,258,-1,-1,143,266,454,249
91,261,-1,-1,143,266,453,247
89,256,-1,-1,143,265,454,250
92,256,-1,-1,144,266,454,248
91,254,172,223,144,266,453,247
91,254,-1,-1,146,265,452,237
92,254,-1,-1,146,266,454,239
91,254,-1,-1,146,265,453,239
93,255,-1,-1,147,266,452,235
93,255,-1,-1,148,266,451,234
96,255,-1,-1,150,266,451,232
96,254,-1,-1,150,266,452,231
100,260,-1,-1,153,265,450,232
99,258,-1,-1,154,266,450,232
102,269,129,212,154,264,452,242
103,255,-1,-1,158,264,454,240
103,253,-1,-1,158,263,453,240
108,254,137,210,163,264,453,237
109,257,-1,-1,163,264,455,237
108,253,137,209,163,264,454,237
113,251,-1,-1,167,263,455,233
115,257,-1,-1,167,263,456,234
122,259,-1,-1,174,262,461,236
123,264,-1,-1,174,263,460,237
128,259,-1,-1,181,262,469,240
127,249,-1,-1,181,261,468,235
125,249,-1,-1,181,261,468,235
132,247,-1,-1,189,262,475,243
132,247,-1,-1,188,261,474,243
145,261,-1,-1,197,260,486,241
144,259,-1,-1,197,259,486,242
143,255,-1,-1,197,260,488,240
152,256,-1,-1,205,259,494,248
153,254,-1,-1,206,259,492,248
194,254,-1,-1,215,260,502,233
160,256,-1,-1,215,259,503,234
171,248,-1,-1,225,258,511,234
204,252,-1,-1,224,259,511,233
187,255,-1,-1,224,259,512,235
197,247,-1,-1,234,257,522,237
