102,81,173,86,225,108,517,209
101,82,171,72,212,109,403,194
127,86,194,78,230,117,400,215
143,94,215,83,241,124,404,231
161,101,223,94,250,131,368,219
180,102,235,98,258,135,340,214
186,101,238,99,260,135,337,216
205,107,257,104,271,142,335,222
210,109,266,116,275,148,356,230
207,109,267,114,268,147,371,226
206,106,261,116,253,147,385,215
201,108,258,122,227,144,385,206
195,112,249,126,215,143,371,203
213,116,257,117,224,130,393,179
228,126,258,117,231,132,405,174
268,112,224,111,395,166,427,177
246,96,292,97,429,142,425,159
302,77,265,78,449,129,441,141
315,71,314,73,459,121,457,138
322,66,285,67,432,129,452,128
314,67,429,72,451,121,296,109
315,75,412,78,406,128,438,142
315,87,317,83,390,129,413,146
