-1,-1,-1,-1,321,180,340,294
-1,-1,344,155,325,218,343,296
-1,-1,322,152,329,236,347,298
-1,-1,337,151,314,164,343,295
-1,-1,329,152,316,165,345,296
-1,-1,229,155,319,164,342,294
-1,-1,-1,-1,318,164,343,293
-1,-1,-1,-1,318,165,340,293
-1,-1,-1,-1,317,164,342,294
-1,-1,-1,-1,319,165,346,296
-1,-1,-1,-1,318,165,344,294
-1,-1,322,152,324,212,344,296
-1,-1,279,153,318,165,344,295
-1,-1,-1,-1,320,165,349,297
-1,-1,-1,-1,319,165,348,296
-1,-1,-1,-1,320,164,342,292
-1,-1,435,150,320,164,346,295
-1,-1,436,150,320,164,343,294
-1,-1,436,149,319,164,344,294
-1,-1,-1,-1,320,164,346,297
-1,-1,-1,-1,319,164,345,297
-1,-1,307,153,321,163,345,297
-1,-1,322,153,318,169,345,298
-1,-1,-1,-1,319,163,342,292
-1,-1,-1,-1,319,163,344,294
-1,-1,-1,-1,320,163,341,292
-1,-1,-1,-1,319,163,344,296
-1,-1,-1,-1,318,163,345,297
-1,-1,-1,-1,319,163,343,294
-1,-1,-1,-1,319,163,343,295
-1,-1,-1,-1,318,164,344,297
-1,-1,-1,-1,319,163,343,296
-1,-1,-1,-1,318,163,344,296
-1,-1,-1,-1,318,163,340,294
-1,-1,-1,-1,318,163,341,294
-1,-1,-1,-1,318,163,339,293
-1,-1,-1,-1,317,163,339,292
-1,-1,148,157,319,162,345,296
-1,-1,147,157,319,162,343,295
-1,-1,-1,-1,320,163,348,297
-1,-1,-1,-1,320,163,346,296
-1,-1,-1,-1,320,163,344,295
-1,-1,-1,-1,320,163,350,296
-1,-1,-1,-1,322,162,345,295
-1,-1,-1,-1,321,161,345,296
-1,-1,-1,-1,320,162,347,296
-1,-1,-1,-1,321,162,347,296
-1,-1,-1,-1,321,162,345,294
-1,-1,-1,-1,321,161,348,296
-1,-1,-1,-1,321,162,349,295
-1,-1,-1,-1,321,162,351,295
-1,-1,-1,-1,320,162,343,294
-1,-1,-1,-1,320,162,347,296
-1,-1,-1,-1,320,162,345,295
-1,-1,-1,-1,321,162,350,298
-1,-1,-1,-1,319,162,350,298
-1,-1,-1,-1,317,162,350,296
-1,-1,-1,-1,317,163,347,296
-1,-1,-1,-1,317,163,349,297
-1,-1,-1,-1,320,162,351,297
-1,-1,-1,-1,320,162,350,298
-1,-1,-1,-1,320,162,351,297
-1,-1,-1,-1,320,163,351,298
-1,-1,-1,-1,321,162,350,295
-1,-1,-1,-1,321,162,349,298
-1,-1,-1,-1,320,162,345,299
-1,-1,-1,-1,322,163,351,299
-1,-1,-1,-1,320,162,351,298
-1,-1,-1,-1,321,162,351,298
-1,-1,-1,-1,321,163,351,297
-1,-1,-1,-1,321,162,351,298
-1,-1,-1,-1,321,162,348,299
-1,-1,-1,-1,320,162,347,296
-1,-1,-1,-1,321,162,351,298
-1,-1,-1,-1,321,162,351,299
-1,-1,-1,-1,321,162,351,297
-1,-1,-1,-1,322,162,351,299
-1,-1,-1,-1,321,161,351,298
-1,-1,-1,-1,321,162,351,299
-1,-1,-1,-1,321,162,352,298
-1,-1,-1,-1,320,162,344,297
-1,-1,-1,-1,321,162,347,300
-1,-1,-1,-1,320,162,347,298
-1,-1,-1,-1,320,162,344,298
-1,-1,-1,-1,320,162,344,298
-1,-1,-1,-1,320,163,341,297
-1,-1,-1,-1,319,163,341,295
-1,-1,-1,-1,320,163,344,299
-1,-1,-1,-1,320,163,347,299
-1,-1,-1,-1,320,163,348,300
-1,-1,-1,-1,320,163,347,299
-1,-1,-1,-1,318,163,344,300
-1,-1,-1,-1,320,163,347,300
-1,-1,-1,-1,321,163,346,299
-1,-1,-1,-1,320,163,346,298
-1,-1,453,145,320,163,348,298
-1,-1,-1,-1,320,163,347,298
-1,-1,-1,-1,320,163,351,300
-1,-1,-1,-1,319,163,349,300
-1,-1,453,147,321,163,345,298
-1,-1,454,147,322,162,349,297
-1,-1,454,148,321,163,348,297
-1,-1,456,146,321,163,350,297
-1,-1,455,147,320,163,351,298
-1,-1,457,147,318,163,342,293
-1,-1,457,147,318,163,342,292
-1,-1,457,148,320,163,343,292
-1,-1,457,148,319,163,349,297
-1,-1,457,147,319,163,347,295
-1,-1,458,148,320,163,340,294
-1,-1,457,146,319,163,341,293
-1,-1,457,149,318,164,342,293
-1,-1,458,148,320,164,348,295
-1,-1,458,148,319,164,348,295
-1,-1,-1,-1,320,164,346,297
-1,-1,-1,-1,319,164,345,296
-1,-1,459,150,319,164,348,295
-1,-1,459,149,319,165,346,295
-1,-1,-1,-1,317,165,339,292
-1,-1,-1,-1,317,164,350,289
-1,-1,388,184,317,165,351,289
-1,-1,-1,-1,318,164,348,287
-1,-1,-1,-1,318,165,346,289
-1,-1,-1,-1,319,164,340,285
-1,-1,-1,-1,319,165,339,285
-1,-1,-1,-1,319,165,340,284
-1,-1,-1,-1,319,166,347,282
-1,-1,-1,-1,319,167,347,280
-1,-1,-1,-1,320,167,339,280
-1,-1,-1,-1,318,167,346,282
-1,-1,-1,-1,318,167,346,282
-1,-1,-1,-1,319,168,344,281
-1,-1,-1,-1,319,168,345,281
-1,-1,-1,-1,320,168,337,279
-1,-1,427,159,320,168,335,282
-1,-1,447,154,320,168,336,276
-1,-1,428,160,320,168,336,276
-1,-1,447,154,320,168,338,276
-1,-1,454,153,320,168,343,279
279,143,447,155,320,169,344,277
-1,-1,460,150,320,169,337,279
-1,-1,462,151,319,169,333,278
-1,-1,464,150,319,169,331,278
278,145,463,151,320,170,335,275
278,143,463,151,319,170,335,277
-1,-1,441,158,320,171,330,277
-1,-1,461,152,320,171,330,278
-1,-1,447,153,321,171,330,277
-1,-1,448,153,320,172,330,276
-1,-1,461,153,321,171,330,277
-1,-1,-1,-1,321,172,333,277
-1,-1,-1,-1,320,172,336,276
-1,-1,-1,-1,319,173,329,278
336,149,463,154,318,174,329,278
336,148,462,154,319,174,329,277
337,152,465,155,317,175,329,278
337,153,464,155,317,175,328,277
339,149,-1,-1,317,176,328,278
341,149,-1,-1,318,176,328,278
344,148,-1,-1,318,176,327,278
344,148,-1,-1,318,177,328,279
344,148,-1,-1,319,177,327,279
341,152,-1,-1,319,178,327,278
341,151,-1,-1,318,177,327,278
343,155,-1,-1,319,179,325,275
340,153,-1,-1,318,179,324,274
340,152,-1,-1,317,180,324,275
342,156,437,167,319,182,325,278
342,156,403,178,318,182,325,277
341,157,411,183,318,183,330,283
341,157,382,191,317,183,330,283
341,160,-1,-1,317,185,327,285
341,160,394,191,318,185,326,284
341,160,394,190,318,185,327,285
341,161,352,204,318,188,326,285
342,162,375,197,318,188,325,285
341,163,349,200,317,190,323,283
338,169,325,209,315,190,326,282
340,165,325,208,316,191,325,283
340,167,-1,-1,316,196,325,280
339,166,325,202,315,197,324,279
340,168,470,176,314,204,322,272
340,168,470,176,314,204,321,273
340,170,-1,-1,309,199,323,261
340,170,-1,-1,311,200,320,263
340,170,-1,-1,312,200,322,263
341,173,-1,-1,307,204,325,256
-1,-1,-1,-1,307,203,324,256
-1,-1,-1,-1,312,212,324,252
-1,-1,-1,-1,313,213,324,252
-1,-1,-1,-1,313,212,323,252
-1,-1,472,184,311,212,323,248
-1,-1,471,184,311,212,323,248
-1,-1,-1,-1,309,212,323,248
-1,-1,-1,-1,309,213,323,248
-1,-1,-1,-1,306,214,322,246
-1,-1,-1,-1,306,214,322,243
-1,-1,-1,-1,305,214,322,245
-1,-1,-1,-1,322,214,314,246
-1,-1,-1,-1,325,213,319,243
274,186,-1,-1,316,215,317,246
274,185,-1,-1,316,217,318,246
275,185,-1,-1,323,214,314,249
277,190,-1,-1,326,211,313,250
280,190,-1,-1,327,211,312,251
286,193,-1,-1,325,214,311,257
294,193,451,197,325,215,311,258
290,194,-1,-1,324,219,311,262
