391,97,496,98,428,161,153,231
357,120,459,127,388,200,182,216
338,127,427,138,371,195,187,161
358,141,448,148,345,223,181,215
357,145,460,157,297,230,213,211
263,147,435,161,325,232,280,202
299,139,395,156,314,213,355,242
386,115,407,119,348,181,381,178
413,111,416,150,344,179,372,181
411,112,404,120,380,180,374,175
369,110,451,117,283,160,270,168
371,116,442,119,319,151,285,154
355,117,409,119,314,173,299,182
341,115,393,116,309,182,366,196
336,115,378,120,304,143,388,206
329,115,376,120,297,144,487,241
298,115,318,117,270,150,490,254
279,116,295,124,251,153,486,242
