225,233,371,205,-999999,-999999,-999999,-999999
200,236,327,204,-999999,-999999,-999999,-999999
177,232,303,209,-999999,-999999,-999999,-999999
176,235,259,190,-999999,-999999,-999999,-999999
159,225,204,100,-999999,-999999,-999999,-999999
124,201,125,191,-999999,-999999,-999999,-999999
-999999,-999999,-999999,-999999,512,216,494,188
-999999,-999999,-999999,-999999,419,201,396,197
-999999,-999999,-999999,-999999,403,211,369,181
34,249,32,234,467,227,251,236
-999999,-999999,-999999,-999999,154,222,441,243
-999999,-999999,14,225,453,237,454,244
-999999,-999999,34,236,263,231,457,232
52,244,31,214,328,220,489,233
125,220,114,232,378,228,534,233
198,218,155,208,417,219,611,237
132,219,127,211,312,218,504,244
119,225,121,211,247,198,405,245
144,228,206,185,419,237,410,230
156,214,170,199,416,258,412,253
77,198,72,172,363,251,267,232
-999999,-999999,-999999,-999999,176,197,296,225
