-999999,-999999,-999999,-999999,321,180,340,294
-999999,-999999,453,147,321,163,345,298
-999999,-999999,461,153,321,171,330,277
339,166,325,202,315,197,324,279
326,204,473,208,318,256,305,279
212,152,10,229,292,180,263,249
265,158,230,163,293,185,292,251
211,174,25,264,284,204,324,282
193,176,25,260,295,208,321,291
171,192,243,175,267,282,281,287
217,165,220,175,255,281,249,273
134,178,-999999,-999999,230,260,228,256
187,213,247,199,222,257,-999999,-999999
-999999,-999999,289,205,236,235,-999999,-999999
-999999,-999999,320,223,263,249,-999999,-999999
234,211,272,233,404,254,-999999,-999999
93,215,206,216,393,259,340,270
199,204,458,209,358,256,334,275
